fullNameForSearch,position,archetype,yearsPro,overall,speed,acceleration,agility,changeOfDirection,strength,jumping,awareness,breakTackle,carrying,jukeMove,spinMove,stiffArm,trucking,bCVision,kickReturn,throwPower,throwAccuracyShort,throwAccuracyMid,throwAccuracyDeep,throwOnTheRun,throwUnderPressure,playAction,breakSack,catching,catchInTraffic,spectacularCatch,shortRouteRunning,mediumRouteRunning,deepRouteRunning,release,passBlock,passBlockPower,passBlockFinesse,runBlock,runBlockPower,runBlockFinesse,leadBlock,impactBlocking,tackle,hitPower,pursuit,playRecognition,powerMoves,finesseMoves,blockShedding,manCoverage,zoneCoverage,press,kickPower,kickAccuracy,stamina,injury,toughness,jerseyNum,plyrHandedness,team,teamId,college,plyrPortrait,totalSalary,signingBonus,primaryKey,plyrAssetname
Allen Robinson II,WR,WR_Physical,9,79,88,91,87,85,70,90,84,78,82,83,74,68,61,83,72,30,15,10,6,10,20,6,22,89,89,90,76,75,72,80,38,23,17,57,39,32,33,53,42,15,44,26,10,10,40,18,24,25,25,30,89,87,90,1,Right,Steelers,29,Penn State,6570,"$11,160,000 ","$3,830,000 ",12374,RobinsonAllen_12374
Levi Wallace,CB,CB_MantoMan,5,79,90,93,85,86,56,80,83,58,65,74,68,39,35,66,50,27,6,6,6,6,10,6,17,76,61,71,47,42,37,35,35,35,35,35,35,35,14,48,62,49,71,81,37,40,48,78,77,79,10,11,91,89,83,29,Right,Steelers,29,Alabama,9098,"$4,500,000 ","$3,500,000 ",13166,WallaceLevi_13166
Isaac Seumalo,LG,G_Power,7,78,64,74,68,55,84,66,86,8,29,10,10,10,20,10,10,24,6,6,6,6,10,6,12,20,10,12,10,5,5,12,79,83,74,77,78,76,84,89,33,48,31,30,40,30,35,15,20,10,22,21,87,84,81,73,Right,Steelers,29,Oregon State,8208,"$13,940,000 ","$10,050,000 ",17776,SeumaloIsaac_17776
Braden Mann,P,KP_Power,3,77,78,80,79,70,45,76,62,20,25,10,10,15,15,21,10,28,15,15,15,18,14,10,19,30,10,12,10,10,10,12,20,24,24,20,23,23,23,23,44,12,18,10,10,10,26,21,29,10,94,82,87,86,83,4,Right,Steelers,29,Texas AM,442,"$1,010,000 ",$0 ,21171,MannBraden_21171
Chris Boswell,K,KP_Power,9,77,71,73,64,54,44,65,65,12,45,10,10,10,15,10,10,29,37,33,27,10,20,10,12,29,10,12,10,10,10,12,16,10,10,24,10,10,10,10,35,15,10,10,10,10,10,12,12,10,95,82,84,89,49,9,Right,Steelers,29,Rice,6353,"$15,170,000 ","$9,690,000 ",2262,BoswellChris_2262
Damontae Kazee,SS,S_Zone,6,77,87,88,88,86,68,82,80,69,73,76,64,37,27,77,76,22,6,6,6,6,14,6,13,77,74,77,28,18,13,24,35,35,35,35,35,35,11,52,70,80,77,78,26,34,55,71,77,72,30,25,90,85,82,23,Right,Steelers,29,San Diego St.,8618,"$3,380,000 ","$2,630,000 ",12594,KazeeDamontae_12594
Kevin Dotson,LG,G_PassProtector,3,76,66,71,60,52,90,78,84,9,28,10,10,10,25,15,10,25,6,6,6,6,11,6,12,30,15,15,15,5,5,15,80,83,77,71,69,73,82,85,34,25,28,22,10,10,30,12,12,10,11,11,85,87,92,69,Right,Steelers,29,UL Lafayette,1423,"$5,030,000 ","$640,000 ",21196,DotsonKevin_21196
Joey Porter Jr.,CB,CB_MantoMan,0,75,90,94,89,84,65,89,75,66,60,71,63,55,52,69,56,26,15,11,10,6,11,6,10,57,54,62,29,22,15,22,35,35,35,35,35,35,11,53,64,78,75,73,40,33,57,72,67,86,15,12,90,92,91,24,Right,Steelers,29,Penn State,2358,"$5,340,000 ","$3,960,000 ",22706,PorterJrJoey_22706
Keanu Neal,SS,S_RunSupport,7,75,85,87,85,80,76,89,76,46,65,66,63,54,48,59,76,34,15,15,15,6,15,6,16,72,49,62,44,34,29,42,25,34,33,20,33,33,25,72,69,92,83,77,47,55,63,65,71,78,21,18,87,86,93,31,Right,Steelers,29,Florida,8160,"$2,870,000 ","$1,380,000 ",17683,NealKeanu_17683
Jaylen Warren,HB,HB_ElusiveBack,1,74,90,92,79,81,74,74,76,79,93,82,77,65,69,80,66,27,24,21,18,19,17,15,24,69,63,59,61,58,56,59,56,28,29,50,37,37,44,45,34,23,34,20,11,12,26,14,19,16,21,20,83,88,86,30,Right,Steelers,29,Oklahoma St.,2012,"$2,560,000 ","$10,000 ",22471,WarrenJaylen_22471
Larry Ogunjobi,LE,DE_PowerRusher,6,74,74,74,73,54,89,79,83,18,31,31,23,28,33,26,14,23,6,6,6,6,10,6,12,35,30,28,14,6,3,15,45,44,45,45,46,45,35,85,82,79,81,79,75,63,74,23,31,17,17,17,86,92,89,99,Right,Steelers,29,Charlotte,8680,"$13,720,000 ","$15,020,000 ",12604,OgunjobiLarry_12604
Broderick Jones,LT,OT_Agile,0,73,73,83,76,59,86,74,75,15,35,10,10,10,15,10,10,24,6,6,6,6,11,6,12,34,24,26,15,9,5,15,77,74,80,74,73,75,81,86,54,66,61,57,58,43,55,12,15,10,14,16,88,92,86,77,Right,Steelers,29,Georgia,2243,"$6,180,000 ","$10,060,000 ",22849,JonesBroderick_22849
Chandon Sullivan,CB,CB_MantoMan,5,73,88,91,86,84,58,94,77,57,60,74,62,38,29,59,45,22,6,6,6,6,14,6,12,68,51,65,20,16,6,24,35,35,35,35,35,35,15,50,54,54,67,74,27,33,48,75,70,71,18,15,91,93,82,34,Right,Steelers,29,Georgia State,9071,"$940,000 ","$150,000 ",13442,SullivanChandon_13442
Elandon Roberts,MLB,MLB_RunStopper,7,73,83,83,74,70,82,83,79,33,48,34,25,50,36,35,10,25,6,6,6,6,14,6,12,52,15,35,27,15,5,12,45,47,45,52,53,46,55,86,81,89,85,79,64,57,72,48,56,52,20,20,88,89,86,50,Right,Steelers,29,Houston,8195,"$4,000,000 ","$2,990,000 ",17854,RobertsElandon_17854
Kenny Pickett,QB,QB_FieldGeneral,1,73,81,87,80,78,69,80,74,72,51,69,71,44,61,81,12,87,88,81,79,84,84,81,76,45,22,39,25,15,12,18,16,15,12,20,19,15,16,25,29,16,29,19,5,5,25,9,10,9,51,40,87,88,88,8,Right,Steelers,29,Pittsburgh,1889,"$6,680,000 ","$7,400,000 ",22046,PickettKenny_22046
Markus Golden,ROLB,OLB_PowerRusher,8,73,79,79,75,65,78,78,80,16,55,48,45,52,51,59,10,35,6,6,6,6,18,6,12,55,10,15,10,5,5,12,45,45,45,45,45,45,20,80,81,82,82,76,78,63,73,37,46,49,30,30,84,90,86,54,Right,Steelers,29,Missouri,7135,"$1,090,000 ",$0 ,2543,GoldenMarkus_2543
Anthony Miller,WR,WR_Playmaker,5,72,88,90,91,81,67,89,73,75,73,82,74,73,47,83,77,42,31,26,20,32,31,15,33,82,79,82,74,73,69,70,29,24,20,51,32,28,22,45,33,20,37,19,10,10,29,15,21,20,19,13,83,82,78,17,Right,Steelers,29,Memphis,8992,"$940,000 ",$0 ,13111,MillerAnthony_13111
Dan Moore Jr,LT,OT_Agile,2,72,65,66,66,55,88,75,84,8,36,10,10,20,35,15,10,13,6,6,6,6,10,6,12,27,11,15,13,5,5,12,76,74,78,73,73,73,79,83,36,31,25,31,21,16,29,12,13,10,19,12,90,92,78,65,Right,Steelers,29,Texas AM,786,"$3,490,000 ","$680,000 ",21655,MooreJrDan_21655
Mason Cole,C,C_Agile,5,72,63,70,58,52,82,69,83,8,28,13,14,28,47,13,10,17,6,6,6,6,10,6,12,29,15,15,15,5,5,15,73,72,74,75,70,80,85,83,26,20,18,21,10,10,26,7,12,10,19,16,85,92,88,61,Right,Steelers,29,Michigan,8851,"$11,190,000 ","$4,560,000 ",13318,ColeMason_13318
Pressley Harvin III,P,KP_Power,2,72,60,68,67,49,66,65,58,16,56,10,10,15,37,10,10,55,47,38,39,29,24,25,31,46,15,34,15,15,15,15,16,16,16,21,17,17,21,24,36,47,28,10,10,10,13,12,12,10,91,75,84,92,76,6,Right,Steelers,29,Georgia Tech,840,"$3,490,000 ","$80,000 ",21854,HarvinIIIPressley_21854
James Pierre,CB,CB_Zone,3,71,93,91,84,83,60,81,70,53,56,75,63,32,25,65,76,27,6,6,6,6,10,6,13,68,57,65,52,42,35,49,26,35,35,34,35,35,13,43,60,68,72,68,29,37,46,69,73,71,11,15,89,92,80,42,Right,Steelers,29,FAU,528,"$1,300,000 ",$0 ,21021,PierreJames_21021
Kendrick Green,LG,G_Agile,2,71,76,81,58,56,86,85,78,9,29,10,10,12,25,13,10,25,6,6,6,6,11,6,12,23,15,16,10,5,5,15,67,64,71,73,71,75,85,88,48,33,41,26,45,24,48,12,12,10,11,11,85,88,79,53,Right,Steelers,29,Illinois,718,"$3,960,000 ","$910,000 ",21550,GreenKendrick_21550
Miles Boykin,WR,WR_Physical,4,71,91,89,88,86,68,93,71,71,73,78,69,57,45,79,42,37,31,23,19,25,20,10,19,83,83,85,73,72,70,73,34,21,20,57,36,29,30,57,28,20,34,17,10,10,29,15,21,14,16,11,80,85,77,13,Right,Steelers,29,Notre Dame,9392,"$940,000 ",$0 ,20643,BoykinMiles_20643
Montravius Adams,DT,DT_RunStopper,6,71,74,79,68,52,86,72,70,12,49,24,15,33,38,37,10,10,6,6,6,6,10,6,12,51,44,32,20,13,9,25,45,45,45,45,45,45,14,85,83,79,81,72,73,67,70,24,29,22,8,6,74,85,86,57,Right,Steelers,29,Auburn,8464,"$2,900,000 ","$2,100,000 ",12639,AdamsMontravius_12639
Calvin Austin III,WR,WR_Playmaker,1,70,95,96,91,92,53,90,60,71,72,80,74,44,34,84,81,35,35,28,19,28,28,25,25,79,75,77,69,67,65,64,26,19,15,39,15,22,20,39,32,28,41,30,10,10,30,22,33,21,20,17,84,89,83,19,Right,Steelers,29,Memphis,1150,"$3,650,000 ","$520,000 ",22086,AustinIIICalvin_22086
Chukwuma Okorafor,RT,OT_Agile,5,70,61,64,58,53,85,61,79,12,27,10,10,10,24,10,10,18,6,6,6,6,13,6,12,24,15,12,15,10,7,13,72,72,73,75,73,79,81,83,28,29,26,18,18,14,24,11,13,10,18,13,88,91,81,76,Right,Steelers,29,W. Michigan,9011,"$10,490,000 ","$18,750,000 ",13099,OkoraforChukwuma_13099
Keeanu Benton,DT,DT_RunStopper,0,70,70,75,69,59,86,73,69,10,38,25,22,41,35,25,10,19,6,6,6,6,15,6,14,35,21,23,15,7,6,15,40,40,40,45,45,45,41,85,79,84,74,68,67,52,76,15,21,10,13,10,75,91,88,95,Right,Steelers,29,Wisconsin,8199,"$4,730,000 ","$2,400,000 ",22934,BentonKeeanu_22934
Darnell Washington,TE,TE_Possession,0,69,84,86,86,79,78,88,66,65,72,67,61,69,69,81,15,32,15,10,6,10,15,6,19,76,78,80,62,55,51,62,62,61,59,65,63,65,60,71,55,56,51,15,30,34,51,18,23,26,15,21,82,91,87,80,Right,Steelers,29,Georgia,2453,"$4,450,000 ","$880,000 ",22824,WashingtonDarnell_22824
Duke Dawson Jr,SS,S_Hybrid,5,68,89,90,83,80,61,86,58,68,65,79,71,34,28,76,65,18,6,6,6,6,12,6,16,69,65,61,20,15,10,16,35,35,35,35,35,35,15,58,68,71,69,61,26,33,54,74,72,78,12,10,88,85,83,33,Right,Steelers,29,Florida,8865,"$940,000 ",$0 ,13227,DawsonDuke_13226
Anthony McFarland,HB,HB_ElusiveBack,3,67,91,89,89,89,67,76,62,74,82,81,71,70,61,75,60,26,20,15,10,15,11,16,21,62,49,45,55,47,38,47,38,26,28,28,21,24,27,29,25,16,25,14,10,10,20,10,15,15,18,13,80,83,77,26,Right,Steelers,29,Maryland,448,"$940,000 ",$0 ,20918,McFarlandAnthony_20918
Armon Watts,LE,DE_RunStopper,4,67,64,69,63,49,85,75,70,11,30,22,21,27,33,23,9,22,6,6,6,6,14,6,12,24,17,17,14,5,5,17,45,45,44,45,44,45,25,84,84,79,81,68,71,63,74,22,29,22,20,19,81,90,85,94,Right,Steelers,29,Arkansas,9664,"$940,000 ","$150,000 ",20564,WattsArmon_20564
Cory Trice Jr,CB,CB_Slot,0,67,90,91,92,89,67,85,57,60,64,70,64,66,55,69,56,25,12,11,10,7,13,6,22,72,62,71,34,33,31,48,35,35,35,35,35,35,15,58,70,81,73,59,42,38,57,60,68,78,15,13,89,87,85,27,Right,Steelers,29,Purdue,2434,"$3,830,000 ","$80,000 ",23149,TriceCory_23149
Gunner Olszewski,WR,WR_Slot,4,67,88,90,88,82,56,86,75,67,72,77,71,48,35,78,83,21,15,10,6,10,15,6,22,80,74,77,70,69,64,62,33,25,27,50,32,30,29,48,50,58,62,53,28,33,53,58,60,54,20,22,83,88,94,89,Right,Steelers,29,Bemidji State,498,"$2,580,000 ","$1,680,000 ",20843,OlszewskiGunner_20843
Miles Killebrew,SS,S_RunSupport,7,67,85,86,83,76,76,86,69,48,76,69,57,48,53,53,42,27,6,6,6,6,12,6,18,69,44,63,20,10,10,23,25,34,33,19,33,33,19,64,69,89,72,71,51,46,59,54,60,67,21,18,81,90,87,28,Right,Steelers,29,Southern Utah,8096,"$3,030,000 ","$980,000 ",17756,KillebrewMiles_17756
Mitchell Trubisky,QB,QB_Scrambler,6,67,84,86,88,83,71,69,62,73,63,70,70,57,55,84,10,88,81,76,77,80,79,79,76,44,33,29,38,28,18,31,18,21,21,21,19,19,21,31,35,32,43,18,10,10,24,15,17,13,31,23,80,90,86,10,Right,Steelers,29,North Carolina,8756,"$9,440,000 ","$12,420,000 ",12552,TrubiskyMitchell_12552
Quincy Roche,LOLB,OLB_SpeedRusher,2,67,83,85,77,68,76,80,69,22,42,38,30,29,28,40,10,20,6,6,6,6,14,6,12,43,27,38,10,5,5,16,45,45,45,45,45,45,26,75,78,75,78,67,64,68,67,39,48,35,21,22,78,90,88,48,Right,Steelers,29,Miami,1083,"$940,000 ",$0 ,21516,RocheQuincy_21516
Breiden Fehoko,DT,DT_RunStopper,3,66,72,80,59,52,88,78,68,21,43,35,25,28,30,19,10,11,10,6,6,6,10,6,12,42,36,39,10,7,6,26,45,45,45,45,45,45,21,81,75,67,75,65,64,53,69,15,20,25,29,24,76,88,78,96,Right,Steelers,29,LSU,865,"$940,000 ",$0 ,21941,FehokoBreiden_21941
DeMarvin Leal,RE,DE_SmallerSpeedRusher,1,66,73,78,77,64,74,75,72,29,35,44,42,36,41,38,10,20,9,9,9,9,17,9,12,44,31,34,26,24,20,25,45,45,45,45,45,45,28,74,76,75,83,67,66,71,67,24,28,26,16,15,78,87,86,98,Right,Steelers,29,Texas AM,1806,"$4,220,000 ","$960,000 ",22143,LealDeMarvin_22143
Dez Fitzpatrick,WR,WR_DeepThreat,2,66,89,89,84,82,59,86,68,72,70,75,73,53,44,79,50,28,20,15,10,10,16,6,18,78,79,80,67,67,69,68,28,24,20,41,21,27,23,42,29,20,31,17,10,10,29,15,19,16,46,40,81,90,87,82,Right,Steelers,29,Louisville,1252,"$870,000 ",$0 ,21613,FitzpatrickDez_21613
Ja'Marcus Bradley,WR,WR_Playmaker,3,66,89,91,90,88,45,86,49,74,65,84,76,36,30,80,73,46,48,43,40,50,39,41,48,79,78,82,63,64,63,59,31,21,19,35,22,13,22,31,24,22,35,23,11,11,27,24,26,17,21,19,84,88,65,84,Right,Steelers,29,UL Lafayette,2076,"$940,000 ",$0 ,21051,BradleyJaMarcus_21051
Kenny Robinson Jr,FS,S_Zone,3,66,87,90,86,85,57,88,66,46,60,70,62,41,40,70,37,46,33,28,30,38,35,22,45,69,54,68,30,26,20,23,35,35,35,35,35,35,16,61,62,83,77,62,46,51,55,63,68,60,11,15,87,86,85,41,Left,Steelers,29,West Virginia,1512,"$940,000 ",$0 ,21338,RobinsonJrKenny_21338
Nick Herbig,MLB,MLB_RunStopper,0,66,84,90,77,76,74,82,71,30,42,50,45,33,40,45,10,25,10,8,6,8,13,7,17,43,35,41,22,16,11,21,35,35,35,40,40,40,35,64,76,81,82,67,70,64,67,47,63,35,20,17,78,92,87,51,Right,Steelers,29,Wisconsin,2204,"$3,830,000 ","$680,000 ",22982,HerbigNick_22982
Tanner Muse,MLB,MLB_FieldGeneral,3,66,90,90,77,72,74,83,67,50,65,71,68,60,63,68,59,39,14,12,10,6,12,6,10,63,54,60,34,26,20,30,35,35,35,35,35,35,16,76,78,83,80,66,58,51,65,57,63,63,25,22,84,90,88,44,Right,Steelers,29,Clemson,479,"$1,010,000 ",$0 ,21349,MuseTanner_21349
Hakeem Butler,WR,WR_Physical,4,65,87,87,81,78,73,87,65,75,75,77,74,76,66,79,45,26,15,10,6,10,18,6,29,78,78,82,66,63,60,70,48,48,42,53,53,47,37,48,26,27,36,16,10,10,33,15,22,15,14,12,80,92,86,21,Right,Steelers,29,Iowa State,9410,"$870,000 ",$0 ,20499,ButlerHakeem_20499
Luq Barcoo,CB,CB_MantoMan,3,65,91,92,90,89,52,94,59,52,66,75,65,38,36,65,45,36,6,6,6,6,10,6,14,74,62,70,51,48,44,40,35,35,35,35,35,35,18,48,52,60,70,56,35,45,44,64,62,67,17,15,87,86,78,35,Right,Steelers,29,San Diego St.,1394,"$940,000 ",$0 ,21216,BarcooLuq_21216
Nate Herbig,RG,G_Power,4,65,59,65,54,39,84,62,77,8,34,10,10,10,10,10,10,16,6,6,6,6,7,6,12,23,15,15,15,5,5,15,67,69,65,68,71,66,71,82,14,20,23,24,10,10,14,16,12,10,14,11,84,88,86,71,Right,Steelers,29,Stanford,9499,"$4,400,000 ","$3,960,000 ",20537,HerbigNate_20537
Renell Wren,DT,DT_RunStopper,4,65,71,74,66,58,88,78,66,22,42,27,22,41,29,27,10,26,6,6,6,6,14,6,12,40,31,27,16,8,4,13,45,45,45,45,45,45,33,86,75,78,79,65,68,60,66,16,27,15,18,12,69,82,86,79,Right,Steelers,29,Arizona St.,9692,"$870,000 ",$0 ,20406,WrenRenell_20406
Tre Norwood,FS,S_Zone,2,65,87,90,79,81,59,81,68,54,60,69,65,38,36,60,45,31,6,6,6,6,10,6,14,68,59,62,24,14,11,30,35,35,35,35,35,35,28,54,56,52,76,67,35,41,49,63,68,66,17,12,88,90,79,21,Right,Steelers,29,Oklahoma,1176,"$3,490,000 ","$80,000 ",21482,NorwoodTre_21482
Zach Gentry,TE,TE_Possession,4,65,81,79,77,65,72,73,71,57,72,63,57,68,64,63,25,63,52,49,45,42,46,28,43,81,74,73,63,57,54,64,61,55,60,60,56,60,52,63,32,15,30,17,10,10,22,11,22,15,14,22,84,88,86,81,Right,Steelers,29,Michigan,9470,"$1,080,000 ","$150,000 ",20357,GentryZach_20357
Chris Wilcox,CB,CB_Zone,2,64,93,93,84,82,62,89,60,49,53,65,60,34,41,55,37,23,15,10,10,15,11,15,10,55,46,50,28,21,14,27,35,35,35,35,35,35,26,57,60,61,71,59,42,47,54,59,63,76,11,15,86,85,78,30,Right,Steelers,29,BYU,1112,"$750,000 ",$0 ,21707,WilcoxChris_21707
Jason Huntley,HB,HB_ElusiveBack,3,64,90,92,82,85,66,89,58,73,82,78,74,63,57,75,83,27,20,15,10,17,12,14,19,68,62,63,70,65,59,66,42,23,26,26,18,22,30,30,31,24,37,13,10,10,27,13,17,13,17,12,80,87,82,38,Right,Steelers,29,New Mex. St.,1457,"$870,000 ",$0 ,24436,HuntleyJason_24436
Jonathan Marshall,LE,DE_PowerRusher,2,64,79,83,71,60,87,77,63,28,43,40,37,46,51,44,40,19,6,6,6,6,10,6,12,39,33,35,29,24,15,25,45,45,45,45,45,45,35,80,74,81,76,60,63,56,68,20,26,22,20,18,72,84,77,91,Right,Steelers,29,Arkansas,1585,"$940,000 ",$0 ,21931,MarshallJonathan_21931
Chapelle Russell,ROLB,OLB_RunStopper,3,63,84,85,79,74,69,84,62,42,57,54,42,37,50,56,15,41,37,32,27,33,27,37,35,51,50,51,22,12,6,12,45,45,45,45,45,45,15,76,77,79,79,59,46,55,64,57,61,47,20,20,74,87,81,49,Right,Steelers,29,Temple,560,"$940,000 ",$0 ,21348,RussellChapelle_21348
Isaiahh Loudermilk,RE,DE_RunStopper,2,63,70,79,67,63,79,71,61,29,49,39,34,43,43,44,10,28,6,6,6,6,13,6,12,51,40,42,28,23,18,28,45,45,45,45,45,45,29,78,78,81,80,64,64,66,69,14,24,15,15,15,74,88,84,92,Right,Steelers,29,Wisconsin,1582,"$3,480,000 ","$320,000 ",21926,LoudermilkIsaiahh_21926
Nick Bosa,RE,DE_SmallerSpeedRusher,4,98,79,92,87,71,91,81,99,21,38,38,32,34,31,30,10,25,6,6,6,6,14,6,12,45,27,23,17,10,6,16,45,44,45,45,45,45,18,83,96,84,94,97,94,98,85,30,42,31,17,17,87,87,90,97,Right,49ers,15,Ohio State,9390,"$19,860,000 ","$31,550,000 ",20565,BosaNick_20565
Trent Williams,LT,OT_Power,13,98,75,73,73,58,98,83,99,7,40,10,10,10,10,10,10,12,6,6,6,6,14,6,12,20,15,51,15,5,5,15,94,96,92,96,96,97,98,99,39,60,33,19,10,10,32,10,14,10,11,10,91,88,98,71,Right,49ers,15,Oklahoma,3231,"$79,320,000 ","$59,600,000 ",9800,WilliamsTrent_9800
Christian McCaffrey,HB,HB_ReceivingBack,6,96,91,93,96,93,72,90,91,85,98,93,85,80,65,93,88,52,45,41,33,47,37,31,38,83,72,75,82,74,67,76,63,36,32,38,22,22,47,45,36,27,44,27,10,10,32,12,17,15,29,23,93,87,93,23,Right,49ers,15,Stanford,8655,"$31,990,000 ","$600,000 ",12556,McCaffreyChristian_12556
Fred Warner,MLB,MLB_FieldGeneral,5,96,86,92,84,84,76,94,99,21,63,59,53,34,46,50,10,14,6,6,6,6,10,6,12,73,61,60,15,5,5,20,45,45,45,45,45,45,23,78,92,83,96,99,52,60,77,76,85,58,13,10,96,96,87,54,Left,49ers,15,BYU,9101,"$57,720,000 ","$38,760,000 ",13203,WarnerFred_13203
George Kittle,TE,TE_Possession,6,96,88,89,85,78,82,90,93,81,75,81,64,83,84,90,31,30,20,15,10,10,14,10,18,94,86,88,84,80,77,83,62,62,58,77,76,71,65,78,34,38,36,35,20,18,31,15,24,20,19,22,94,86,98,85,Right,49ers,15,Iowa,8622,"$42,800,000 ","$20,920,000 ",12836,KittleGeorge_12836
Deebo Samuel,WR,WR_Playmaker,4,89,92,94,90,89,80,94,93,92,71,93,85,88,83,96,85,44,32,27,21,34,25,23,30,88,88,92,90,86,83,88,38,21,16,53,26,21,25,46,46,39,48,34,11,11,43,21,29,16,15,12,95,88,92,19,Right,49ers,15,South Carolina,9618,"$41,510,000 ","$27,510,000 ",20348,SamuelDeebo_20348
Charvarius Ward,CB,CB_MantoMan,5,87,91,88,84,85,64,89,90,63,61,79,72,54,63,66,42,21,16,11,7,22,14,21,33,63,55,60,31,28,21,39,23,35,35,35,35,35,16,56,77,53,75,91,41,47,46,88,87,92,15,12,92,88,79,7,Right,49ers,15,Mid Tenn St.,9951,"$2,600,000 ","$25,520,000 ",13507,WardCharvarius_13507
Kyle Juszczyk,FB,FB_Utility,10,87,80,83,81,76,79,88,85,64,76,76,72,85,85,83,45,35,20,15,10,10,25,10,33,75,71,73,76,66,60,72,73,46,42,70,61,58,92,72,45,45,48,20,30,35,33,15,20,20,19,19,90,94,87,44,Right,49ers,15,Harvard,6869,"$17,500,000 ","$9,510,000 ",1599,JuszczykKyle_1599
Brandon Aiyuk,WR,WR_Slot,3,86,91,93,93,90,65,95,91,81,72,86,82,69,62,89,79,33,25,20,15,24,23,10,28,92,84,83,85,85,81,82,36,19,14,48,28,32,29,45,49,50,58,38,29,34,50,48,53,43,19,13,89,92,87,11,Right,49ers,15,Arizona St.,71,"$2,610,000 ","$24,050,000 ",21069,AiyukBrandon_21069
Dre Greenlaw,ROLB,OLB_PassCoverage,4,86,84,87,81,75,72,80,89,37,55,51,47,30,46,53,10,20,6,6,6,6,15,6,12,67,35,55,33,25,20,28,45,45,45,45,45,45,27,74,93,89,93,88,55,61,70,67,78,47,18,12,89,86,84,57,Left,49ers,15,Arkansas,9480,"$14,450,000 ","$2,860,000 ",20475,GreenlawDre_20475
Talanoa Hufanga,SS,S_RunSupport,2,86,90,89,85,78,58,85,90,46,61,67,63,43,44,67,44,38,35,32,30,29,34,35,36,73,62,63,35,31,26,39,35,35,35,35,35,35,33,63,72,89,89,92,45,52,62,75,81,65,21,18,94,87,87,29,Right,49ers,15,USC,1164,"$3,490,000 ","$240,000 ",21488,HufangaTalanoa_21488
Javon Hargrave,DT,DT_SpeedRusher,7,84,73,80,68,55,87,83,91,10,30,16,17,25,29,18,9,23,6,6,6,6,11,6,12,28,14,16,13,5,3,15,44,44,45,45,46,45,32,79,90,80,87,87,74,87,75,18,26,13,17,17,84,91,88,98,Right,49ers,15,S.C. State,8035,"$24,450,000 ","$52,560,000 ",17670,HargraveJavon_17670
Arik Armstead,DT,DT_RunStopper,8,82,73,71,70,61,93,82,84,16,44,15,25,45,45,20,10,35,6,6,6,6,17,6,12,38,10,15,10,3,2,12,45,45,45,45,45,45,16,86,86,80,85,84,79,68,81,32,40,35,30,30,84,92,89,91,Right,49ers,15,Oregon,7003,"$36,380,000 ","$22,800,000 ",2533,ArmsteadArik_2533
Elijah Mitchell,HB,HB_ElusiveBack,2,80,90,91,86,87,71,88,78,84,95,86,79,74,79,84,76,27,20,17,12,10,17,10,26,69,57,56,64,57,50,54,52,31,34,36,18,27,30,32,27,22,34,19,11,12,24,13,18,16,20,19,90,84,81,25,Right,49ers,15,UL Lafayette,1177,"$3,490,000 ","$180,000 ",21629,MitchellElijah_21629
Tashaun Gipson Sr,FS,S_Zone,11,79,84,85,83,76,71,84,84,42,66,59,55,44,52,66,65,21,6,6,6,6,24,6,10,81,54,60,15,13,10,25,35,35,35,35,35,35,11,56,77,72,82,82,48,63,59,72,79,76,20,19,90,92,81,31,Right,49ers,15,Wyoming,6702,"$1,170,000 ","$930,000 ",11818,GipsonTashaun_11818
Mitch Wishnowsky,P,KP_Power,4,78,84,87,71,55,56,79,63,29,50,10,10,10,24,20,10,34,30,30,25,20,14,20,17,33,14,18,15,15,15,15,9,10,10,7,10,10,10,24,52,63,46,28,10,10,23,10,27,10,93,88,88,84,83,18,Right,49ers,15,Utah,9689,"$7,860,000 ","$4,600,000 ",20481,WishnowskyMitch_20481
Isaiah Oliver,CB,CB_MantoMan,5,76,90,89,85,88,59,95,74,61,73,77,69,25,23,71,77,40,6,6,6,6,16,6,17,75,66,71,54,48,42,49,35,35,35,35,35,35,18,43,49,46,70,72,22,31,39,79,76,79,19,13,93,85,85,22,Right,49ers,15,Colorado,9013,"$2,800,000 ","$2,640,000 ",13105,OliverIsaiah_13105
Deommodore Lenoir,CB,CB_Zone,2,75,91,94,83,81,59,83,77,49,59,74,67,41,42,69,64,25,6,6,6,6,10,6,10,65,53,56,35,32,30,41,37,37,37,35,35,35,28,52,63,57,73,77,34,38,44,72,74,74,22,17,90,91,87,2,Right,49ers,15,Oregon,1205,"$3,490,000 ","$280,000 ",21454,LenoirDeommodore_21454
Jake Moody,K,KP_Power,0,75,65,64,59,51,49,66,60,15,40,21,25,11,15,16,10,35,34,32,26,19,17,16,17,33,12,15,10,8,7,12,15,10,10,15,10,10,10,16,29,30,32,10,10,10,21,12,15,10,95,82,85,91,60,4,Right,49ers,15,Michigan,2318,"$4,440,000 ","$840,000 ",23107,MoodyJake_23107
Aaron Banks,LG,G_Power,2,74,61,59,60,51,86,76,82,5,31,10,10,25,23,10,10,25,6,6,6,6,14,6,12,30,10,12,10,5,5,12,77,78,75,76,75,76,81,86,25,29,25,10,10,10,15,12,15,10,19,22,85,85,85,65,Right,49ers,15,Notre Dame,756,"$4,560,000 ","$2,520,000 ",21544,BanksAaron_21544
